text,Sentiment
remember cdix time look news imminent pten nwl tjx epd tbt ne tal spxs mxim well mmm,1
remember cdix time look news imminent qqq aapl tvix veon csco siri rook mu msft fb sqqq,0
amd atus auo bak blue brfs ceo cmg disca dlph ewbc ggb hele he lc ln,0
rt federal realty investment trust frt rally mode february low number bullish signal se,1
estate asset watch unusual option activity vol gt open interest foxa lvs tgt amgn tv mgm fb m skx,1
today activity sold pah aug call bought sold,0
rt sampp company revenue exposure china total revenue swks wynn qcon qrvo avgo mu txn,0
bullish big mac bullish occurred pm jul hologic inc holx holx want earnregi,0
pah platform specialty product notable market movement million gain,1
ecolab inc ecl holder caledonia investment plc upped position,0
ecolab inc ecl share value rose shareholder caledonia investment plc raised position,1
caledonia investment plc increase position ecolab inc ecl,0
amd atus auo bak blue brfs ceo cmg disca dlph ewbc ggb hele he ingn lc,0
stericycle inc srcl market valuation rose welch amp forbes llc trimmed holding million,0
stericycle inc srcl share value rose welch amp forbes llc decreased holding,1
stericycle inc srcl market value rose welch amp forbes llc decreased stake,0
humble twitterer know get tired minority dru,0
rt oil tech breakthrough decade pqeff hp fnv pba enb su oilandgas energy,0
advancer amzn nflx cmg fa g bidu huya rcl googdecliners wtw tvix biib yang loxo vmw dte twtr cvna,0
alert misinformation behalf blog post important fork summer etheremerald ete,1
ready tonight earnings report streaming market coverage analysis amp idea stock csx ebay slm,0
oneok inc oke reach alltime high,0
oneok inc oke stock record high flier,0
time reconsider oneok inc oke making time high,0
rt oil tech breakthrough decade pqeff hp fnv pba enb su oilandgas energy,0
american electric power company inc aep receives consensus target price brokerage,0
swing account closed wynn hsic copper dis short qsr short knx,0
dont throw dart board bet sure thing read suntzu art war every battle,-1
rt alert misinformation behalf blog post important fork summer etheremerald ete,1
pricing power txmd agn vrx holx jnj abbv teva pfe,0
amd atus auo bak blue brfs cat ceo cmg disca dlph ewbc ggb hele he,0
rt gnca method improving immunogenicity efficacy cancer vaccine genoceas atlas,-1
rt therapeutic cancer vaccine building future lesson past id stimulatory neoan,-1
zacks brokerage anticipate zimmer biomet holding inc zbh post quarterly sale billion,0
brokerage expect zimmer biomet holding inc zbh announce earnings per share,1
zimmer biomet holding inc zbh expected post earnings per share,1
zimmer biomet holding inc zbh expected post earnings per share,1
unusual option volume watch list grpn endp czr amgn pep rf biib pvg igt nrg esrx twtr hig jwn xlu trading option,0
aon open interest maturity high put high call maxpain option,1
recap chatter isr hsic snap foxa twtr chatter pfe,0
rt recap chatter isr hsic snap foxa twtr chatter pfe,0
recap unusual call pah smh sgms rf met gm znga hal amgn ibm czr m jwn twtr oxy,-1
rt recap unusual call pah smh sgms rf met gm znga hal amgn ibm czr m jwn twtr oxy,-1
co issued guidance last day bvx hele hvt mu isca azz mlhr,0
rt recap unusual call pah smh sgms rf met gm znga hal amgn ibm czr m jwn twtr oxy,-1
rt et daily digest large amp midcap stock amp premarket hele ko,0
estate asset watch today outsized price move staf hele depo hstm pvg cof led met dsgx pru mtb,1
eps expected torchmark corporation tmk,0
rop,0
torchmark corporation tmk analyst see eps,0
el lagging turn,-1
eps torchmark corporation tmk expected,0
thermo fisher scientific inc tmo analyst see eps,0
akam max pain maturity maxpain option,-1
analyst see eps thermo fisher scientific inc tmo,0
monday buy line bac intc znga pah wfc gm jwn c aapl lvs amd iq met dal mnk cmcsa,0
eps expected thermo fisher scientific inc tmo,0
short sale vol short interest mdlz hsy gi k pep,1
appreciate average longterm inv,0
trade todaycurrently net longended day thanks acgl rop rli,1
shouldnt discount top stock near buy zone burl tjx dg rost,1
farmer trust co decreased position lauder estee co inc el million share rose,1
lauder estee co inc el valuation rose farmer trust co cut position million,1
farmer trust co cut lauder estee co inc el stake million,1
etr entergy corporation sec filing form,0
xyl xylem notable market movement million gain billion marketcap,1
afternoon tweeted mid cap check gambiste top hele feye grpn acad crto fibk halo arry mant,1
delphi technology plc dlph receives consensus rating buy analyst,0
delphi technology plc dlph receives consensus rating buy analyst,0
mur murphy oil corporation endofday quote alert stock news alert app,1
rowe price group inc trow analyst see eps,0
mur murphy oil notable market movement million gain nasdaq nysea,1
rowe price group inc trow eps estimated,0
eps expected rowe price group inc trow,0
akam management team us investor day take piss face sell imho,0
get latest news update cmcsk bset syrs zts stwd automatically marketbeat daily,0
entergy co etr receives consensus recommendation buy brokerage,1
billion sale expected westrock co wrk quarter,0
synopsys inc snp given consensus recommendation buy analyst,1
westrock co wrk expected post earnings per share,1
earnings per share expected westrock co wrk quarter,1
fluor flr afternoon buyer july call today share flagging big gap april earnings,1
rt fluor flr afternoon buyer july call today share flagging big gap april earnings,1
pten pattersonuti energy million gain pten made notable gain,1
qrvo high oi range option expiration maxpain option,0
billiondollar stock q beyond noc lmt rgr rhi thc amzn cof shw xom abx,0
flex,0
holx stock quote alert hologic inc nasdaqholx stock news alert app,1
var stock quote alert varian medical system inc nysevar stock news alert app,1
amg preearnings aggressive bullish trade holding multiple time frame support bullish seasonality amg,0
rt co issued guidance last day bvx hele hvt mu isca azz mlhr blfs tr,0
analyst see eps waste management inc wm,0
eps waste management inc wm expected,0
waste management inc wm analyst see eps,0
tmo max pain maturity maxpain option,-1
rt portfolio john authers nsp ba dltr algn,0
mur murphy oil corporation endofday sec alert stock news alert app,1
coo break super growth price time sva adjusted book support fair market v,1
rt et daily digest large amp midcap stock amp premarket hele ko,0
psti sign deal big company thermo fisher scentific tmo dont know stock missed today,0
xl group ltd xl analyst see eps,0
analyst see eps xl group ltd xl,0
analyst see eps xl group ltd xl,0
scan result fell dma today dova pet acad os mlnx cold peg inn aes pnm,0
isr offering canceled rumor buyout partnership swirling fda approval today fcre gnpx cyad kn,-1
isr offering canceled rumor buyout partnership swirling fda approval today fcre gnpx cyad kn,-1
scan result shooting star candlestick today whd kura kkr hsic wynn bmo praa ntra play foe,-1
scan result stochastic buy signal today huya cma key mcrn expd adp rxn epzm cme etfc,0
isr offering canceled rumor buyout partnership swirling fda approval today fcre gnpx,-1
scan result macd bullish signal line cross today ccrn vc kem fult lope cnhi amgp wbc pah inst,0
revenge laggard industrialstock etf xli today still high reached jan mon ga,0
scan result macd bearish signal line cross today gci atnx rgld udr pep atu el aiv dre reg,0
isr offering atmcanceledrumors buyout partnership swirling fda approval today,-1
top bearish list today mbi wb htbk nine anat lnth tm slm spn fun,1
top bullish list today irtc lob newa cbz stkl jout orly glmd epm vuzi,1
short sale volume short interest cbl ctt cone tco bxp,1
zacks analyst anticipate patterson company inc pdco announce earnings per share,1
patterson company inc pdco expected post earnings per share,1
ccrn vc kem lope cnhi amgp wbc pah inst,0
pah synt oln vsh rio wynn axp,0
american electric power company inc aep eps estimated,0
eps american electric power company inc aep expected,0
american electric power company inc aep eps estimated,0
delphi technology dlph share buy morgan stanley upgraded stock,1
delphi technology dlph share headed north morgan stanley issue upgrade,1
delphi technology dlph buy morgan stanley upgrade stock,0
dont want miss tgodf sbgsy orcl intc csco biib pfe nflx ursl ibghd staf isr mbvx bntc,0
arthur j gallagher amp co ajg analyst see eps,0
eps expected arthur j gallagher amp co ajg,0
eps expected arthur j gallagher amp co ajg,0
supply chain costco office depot walmart bad really back school item sal,-1
rt monday gappers hele umc gprn au hmy paas abx bhp gdx gdxj bntc axon bvx spro pvg kmph plab gme f,0
top shorted stock cbl nvax bkln,1
top shorted stock nvax bkln gfi xli orcl near,1
eps allegion plc alle expected,0
eps expected allegion plc alle,0
eps expected allegion plc alle,0
slm slm covered stephen,0
earnings per share expected midamerica apartment community inc maa quarter,1
earnings per share expected midamerica apartment community inc maa quarter,1
isr cancel shelf offering buyout rumor swirling fcre gnpx cyad gsk mrk pfe teva jnj,-1
isr cancel shelf offering buyout rumor swirling fcre gnpx cyad gsk mrk pfe teva jnj,-1
jacob engineering group jec orion group orn critical survey,-1
slm slm covered stephen,0
eps expected midamerica apartment community inc maa quarter,0
orion group orn amp jacob engineering group jec critical analysis,-1
isr cancel shelf offering buyout rumor swirling surging hour fcre gnpx cyad gsk mrk pfe,-1
isr cancel shelf offering buyout rumor swirling fcre gnpx cyad gsk mrk pfe teva jnj exas ehth chke,-1
investor buy ross store rost weakness,-1
xl group ltd xl receives consensus rating hold brokerage,0
biotech peep arry hit drug news buyout got till july expiration im waiting halt move,0
rt jnj wmt low andv dp bdx pg ctlt br sre bhge g fii eix nee ip mmm uri ehc largest moc se,-1
xl group ltd xl given consensus rating hold analyst,0
srcl stericycle inc daily stock price summary stock news alert app,1
rt alert misinformation behalf blog post important fork summer etheremerald ete,1
billion sale expected patterson company inc pdco quarter,0
rt top bearish list today mbi wb htbk nine anat lnth tm slm spn fun,1
rt top bearish list today mbi wb htbk nine anat lnth tm slm spn fun,1
rt top bullish list today irtc lob newa cbz stkl jout orly glmd epm vuzi,1
rt top bullish list today irtc lob newa cbz stkl jout orly glmd epm vuzi,1
scan result macd bullish centerline cross today lgo ta pd fcr diib trq trz sgy,0
billion sale expected patterson company inc pdco quarter,0
rt revenge laggard industrialstock etf xli today still high reached jan mon gainer de,0
hcp high oi range option expiration maxpain option,0
first trial roundup weed killer cancer claim underway mon mon trial legalproceedings lawandorder,-1
first trial roundup weed killer cancer claim underway mon mon trial legalproceedings lawandorder,-1
zacks brokerage anticipate robert half international inc rhi announce quarterly sale billion,0
analyst anticipate robert half international inc rhi announce quarterly sale billion,0
short sale volume short interest wmt dltr jcp tgt ks,1
trader sell rockwell collins col strength col,1
cinf cincinnati financial million gain cinf made notable gain,1
col headup display enhanced vision system option bbdbca bbdaca challenger aircraft,1
evening tweeted mid cap check gambiste top hele acad feye crto grpn akrx fibk arry halo,1
hsy high oi range option expiration maxpain option,0
trade china rally fb googl jpm bac wfc aapl pm pg ge hon jnj csco msft intc twtr tsla v dis,0
hologic holx bond trading higher,0
mr foe ate sea bit kim,-1
dentsply sirona inc xray expected post quarterly sale billion,0
zacks analyst anticipate dentsply sirona inc xray announce earnings per share,1
eps expected ddr corp ddr quarter,0
million sale expected ddr corp ddr quarter,0
platform specialty product pah see large volume increase,0
